category,term.ID,term.description,observed.gene.count,background.gene.count,strength,signal,false.discovery.rate,matching.proteins.in.your.network..IDs.,matching.proteins.in.your.network..labels.
GO Process,GO:0009893,Positive regulation of metabolic process,66,3847,0.53,1.17,2.12E-21,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234313,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000477713,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,CD4,LCP2,CDC6,XBP1,AURKA,TGFB1,NFKB1,IFNG,PLEK,IRF1,CCR7,CCNB1,TLR2,TYROBP,IRF8,ATM,CSF1R,FCER1G,CCR2,LAPTM5,BIRC5,CXCL10,IL7R,CASP3,TLR8,GNAI2,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,FASLG,FCGR3A,IFI16,MNDA,CD2,PTEN,CD40,TLR4,FGR,SYK,CYBB,IRF4,JAK2,LILRB2,ETS1,CDK1,HLA-A,IRF7,ITGB2,CXCR4,CD44,TNF,ARRB2,PTPRC,BRCA1,LYN,CASP1,H2AX,LCK,CCNA2,BTK,ITGAM,MYD88"
GO Process,GO:0002521,Leukocyte differentiation,28,396,1.14,3.04,2.14E-21,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000320147,9606.ENSP00000331614,9606.ENSP00000357113,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000386559,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000483570","CD74,CD4,TGFB1,IFNG,IRF1,CCR7,TLR2,TYROBP,ZAP70,IRF8,ATM,CSF1R,FCER1G,CD3D,IL7R,EZH2,IKZF1,IFI16,SYK,IRF4,CD8A,TNF,PTPRC,LYN,DOCK2,VAV1,LCK,BTK"
GO Process,GO:1903039,Positive regulation of leukocyte cell-cell adhesion,25,274,1.25,3.43,2.21E-21,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000332049,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000379873,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713","CD74,CD4,XBP1,CORO1A,TGFB1,IFNG,CCR7,ZAP70,CD27,CCR2,IL7R,CD86,SYK,JAK2,LILRB2,ETS1,HLA-A,ITGB2,PTPN6,CD44,TNF,PTPRC,LYN,VAV1,LCK"
GO Process,GO:0035556,Intracellular signal transduction,45,1518,0.77,1.78,2.52E-21,"9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000234313,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000301633,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000320176,9606.ENSP00000352516,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000498321","CD4,LCP2,CDC6,XBP1,TGFB1,NFKB1,PLEK,CCR7,RAC2,TLR2,TYROBP,ZAP70,ATM,CSF1R,CCR2,CCR5,BIRC5,CASP3,TLR8,HCLS1,DNMT1,FCGR3A,IFI16,PTEN,CD40,TLR4,SYK,JAK2,CDK1,IRF7,CXCR4,PTPN6,TNF,INPP5D,PTPRC,BRCA1,LYN,DOCK2,CASP1,H2AX,VAV1,LCK,CCNA2,BTK,MYD88"
GO Process,GO:0042981,Regulation of apoptotic process,44,1462,0.77,1.79,5.42E-21,"9606.ENSP00000009530,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000246657,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000320176,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000477713,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000497102","CD74,XBP1,AURKA,CORO1A,TGFB1,NFKB1,IFNG,CCR7,TYROBP,ICAM1,CD27,ATM,CSF1R,BIRC5,CXCL10,IL7R,CASP3,GNAI2,HCLS1,DNMT1,STAT1,FASLG,MNDA,PTEN,CD40,HCK,JAK2,ETS1,TRAF3,CDK1,IRF7,PTPN6,CD44,TNF,ARRB2,INPP5D,PTPRC,BRCA1,LYN,CASP1,LCK,BTK,ITGAM,CTLA4"
GO Process,GO:0042110,T cell activation,25,298,1.22,3.23,1.44E-20,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000264832,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000354782,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000379873,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000411355,9606.ENSP00000429283,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000484431","CD74,CD4,CORO1A,TGFB1,IRF1,CCR7,ICAM1,ZAP70,FCER1G,CD3D,IL7R,CD247,CD2,PTEN,SYK,IRF4,HLA-A,CD8A,PTPN6,CD44,PTPRC,DOCK2,VAV1,LCK,CD48"
GO Process,GO:0002683,Negative regulation of immune system process,28,433,1.11,2.84,1.95E-20,"9606.ENSP00000009530,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000262629,9606.ENSP00000278616,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000375629,9606.ENSP00000379873,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000483570,9606.ENSP00000497102","CD74,TGFB1,IRF1,TYROBP,ATM,CCR2,LAPTM5,IL7R,CASP3,CD86,IFI16,MNDA,PTEN,TLR4,FGR,SYK,HCK,LILRB2,HLA-A,PTPN6,TNF,HLA-B,ARRB2,INPP5D,PTPRC,LYN,BTK,CTLA4"
GO Process,GO:0002699,Positive regulation of immune effector process,24,264,1.25,3.34,1.96E-20,"9606.ENSP00000009530,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000249071,9606.ENSP00000262629,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000332049,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000379873,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000483570,9606.ENSP00000496959,9606.ENSP00000498321","CD74,XBP1,TGFB1,IFNG,RAC2,TYROBP,CCR2,LAPTM5,CD86,CD40,TLR4,FGR,SYK,HLA-A,ITGB2,PTPN6,TNF,HLA-B,PTPRC,LYN,VAV1,BTK,ITGAM,MYD88"
GO Process,GO:0010033,Response to organic substance,55,2692,0.6,1.32,8.27E-20,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000247461,9606.ENSP00000260010,9606.ENSP00000264832,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000357981,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CD4,CDC6,XBP1,CORO1A,TGFB1,NFKB1,IFNG,IRF1,CCR7,CANX,TLR2,ICAM1,IRF8,ATM,CSF1R,FCER1G,CCR2,CCR5,CXCL10,IL7R,CASP3,GNAI2,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,FASLG,IFI16,MNDA,CTSS,CD40,TLR4,SYK,HCK,CYBB,JAK2,LILRB2,TRAF3,CDK1,IRF7,ITGB2,CXCR4,PTPN6,CD44,TNF,ARRB2,BRCA1,LYN,CASP1,CCNA2,BTK,MYD88"
GO Process,GO:0050793,Regulation of developmental process,53,2492,0.62,1.36,1.30E-19,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000249071,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000286301,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000380921,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000483570,9606.ENSP00000497102","CD74,CD4,XBP1,AURKA,CORO1A,TGFB1,NFKB1,IFNG,IRF1,RAC2,TLR2,TYROBP,ZAP70,CD27,CSF1R,CCR2,CXCL10,IL7R,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,FASLG,CD2,PTEN,CD40,TLR4,FGR,SYK,HCK,CYBB,IRF4,JAK2,LILRB2,ETS1,CDK1,IRF7,SH3KBP1,ITGB2,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,INPP5D,PTPRC,BRCA1,LYN,BTK,CTLA4"
GO Process,GO:0031347,Regulation of defense response,31,638,0.98,2.37,1.88E-19,"9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000278616,9606.ENSP00000292301,9606.ENSP00000312082,9606.ENSP00000354394,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000472929,9606.ENSP00000483570,9606.ENSP00000498321","NFKB1,IFNG,IRF1,CCR7,TLR2,TYROBP,ATM,CCR2,TLR8,STAT1,IFI16,MNDA,TLR4,FGR,SYK,HCK,JAK2,ETS1,TRAF3,HLA-A,IRF7,PTPN6,TNF,HLA-B,ARRB2,PTPRC,LYN,CASP1,VAV1,BTK,MYD88"
GO Process,GO:0010604,Positive regulation of macromolecule metabolic process,61,3533,0.53,1.15,3.90E-19,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000046794,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000216911,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000256442,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000301633,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312082,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000341208,9606.ENSP00000352516,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000356946,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000477713,9606.ENSP00000481380,9606.ENSP00000483570,9606.ENSP00000498321","CD74,CD4,LCP2,CDC6,XBP1,AURKA,TGFB1,NFKB1,IFNG,IRF1,CCR7,CCNB1,TLR2,TYROBP,IRF8,ATM,CSF1R,FCER1G,CCR2,LAPTM5,BIRC5,CXCL10,IL7R,CASP3,TLR8,EZH2,HCLS1,CD86,STAT5A,DNMT1,STAT1,FASLG,FCGR3A,IFI16,MNDA,CD2,PTEN,CD40,TLR4,FGR,SYK,CYBB,IRF4,JAK2,LILRB2,ETS1,CDK1,HLA-A,IRF7,CD44,TNF,ARRB2,PTPRC,BRCA1,LYN,CASP1,H2AX,LCK,CCNA2,BTK,MYD88"
GO Process,GO:0030155,Regulation of cell adhesion,33,784,0.92,2.16,4.63E-19,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000219150,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000249071,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000278616,9606.ENSP00000292301,9606.ENSP00000294507,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000332049,9606.ENSP00000361021,9606.ENSP00000364898,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000379873,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000497102","CD74,CD4,XBP1,CORO1A,TGFB1,IFNG,IRF1,CCR7,RAC2,ZAP70,CD27,ATM,CCR2,LAPTM5,IL7R,CASP3,CD86,PTEN,SYK,JAK2,LILRB2,ETS1,HLA-A,ITGB2,CXCR4,PTPN6,CD44,TNF,PTPRC,LYN,VAV1,LCK,CTLA4"
GO Process,GO:0002429,Immune response-activating cell surface receptor signaling pathway,21,197,1.32,3.41,5.31E-19,"9606.ENSP00000046794,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000354782,9606.ENSP00000357123,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000379873,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000497102","LCP2,TYROBP,ZAP70,FCER1G,CD3D,CD247,MNDA,FGR,SYK,HCK,HLA-A,CD8A,PTPN6,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,CTLA4"
GO Process,GO:0002253,Activation of immune response,23,271,1.22,3.1,6.39E-19,"9606.ENSP00000046794,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000354782,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000379873,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000497102","LCP2,TYROBP,ZAP70,FCER1G,CD3D,CD247,IFI16,MNDA,TLR4,FGR,SYK,HCK,HLA-A,CD8A,PTPN6,INPP5D,PTPRC,LYN,VAV1,LCK,LOC102723407,BTK,CTLA4"
GO Process,GO:1903131,Mononuclear cell differentiation,24,321,1.17,2.9,1.25E-18,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000221930,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000264972,9606.ENSP00000268638,9606.ENSP00000278616,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000320147,9606.ENSP00000331614,9606.ENSP00000357113,9606.ENSP00000364898,9606.ENSP00000370343,9606.ENSP00000386559,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000429283,9606.ENSP00000472929,9606.ENSP00000477713,9606.ENSP00000483570","CD74,CD4,TGFB1,IRF1,CCR7,ZAP70,IRF8,ATM,CSF1R,FCER1G,CD3D,IL7R,EZH2,IKZF1,IFI16,SYK,IRF4,CD8A,PTPRC,LYN,DOCK2,VAV1,LCK,BTK"
GO Process,GO:0019221,Cytokine-mediated signaling pathway,25,369,1.13,2.76,1.61E-18,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000286301,9606.ENSP00000289902,9606.ENSP00000292301,9606.ENSP00000292303,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000341208,9606.ENSP00000354394,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000375629,9606.ENSP00000376500,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000428924,9606.ENSP00000498321","CD74,CD4,IFNG,IRF1,CCR7,CSF1R,FCER1G,CCR2,CCR5,CXCL10,IL7R,STAT5A,STAT1,SYK,HCK,JAK2,LILRB2,TRAF3,IRF7,CXCR4,PTPN6,CD44,TNF,LYN,MYD88"
GO Process,GO:2000026,Regulation of multicellular organismal development,40,1389,0.75,1.65,4.58E-18,"9606.ENSP00000009530,9606.ENSP00000011653,9606.ENSP00000216037,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000292301,9606.ENSP00000305651,9606.ENSP00000306157,9606.ENSP00000320147,9606.ENSP00000320176,9606.ENSP00000332049,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000358490,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000364898,9606.ENSP00000367851,9606.ENSP00000370343,9606.ENSP00000375629,9606.ENSP00000376436,9606.ENSP00000378699,9606.ENSP00000380697,9606.ENSP00000380948,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000405338,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000483570,9606.ENSP00000497102","CD74,CD4,XBP1,TGFB1,IFNG,IRF1,TLR2,TYROBP,ZAP70,CD27,CCR2,CXCL10,IL7R,EZH2,HCLS1,CD86,STAT1,FASLG,CD2,PTEN,CD40,TLR4,SYK,CYBB,IRF4,LILRB2,ETS1,CDK1,IRF7,ITGB2,CXCR4,PTPN6,TNF,HLA-B,INPP5D,PTPRC,BRCA1,LYN,BTK,CTLA4"
GO Process,GO:0002449,Lymphocyte mediated immunity,19,159,1.37,3.41,6.32E-18,"9606.ENSP00000009530,9606.ENSP00000216341,9606.ENSP00000219150,9606.ENSP00000264832,9606.ENSP00000266557,9606.ENSP00000289902,9606.ENSP00000306157,9606.ENSP00000312082,9606.ENSP00000356946,9606.ENSP00000358490,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000386559,9606.ENSP00000391592,9606.ENSP00000405338,9606.ENSP00000478289,9606.ENSP00000483570,9606.ENSP00000498321","CD74,GZMB,CORO1A,ICAM1,CD27,FCER1G,IL7R,TLR8,FCGR3A,CD2,CD40,HLA-A,IRF7,CD8A,PTPN6,INPP5D,LOC102723407,BTK,MYD88"
GO Process,GO:0002703,Regulation of leukocyte mediated immunity,21,239,1.24,2.99,1.96E-17,"9606.ENSP00000221930,9606.ENSP00000249071,9606.ENSP00000262629,9606.ENSP00000264832,9606.ENSP00000292301,9606.ENSP00000306157,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000379873,9606.ENSP00000380948,9606.ENSP00000391592,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000483570,9606.ENSP00000496959","TGFB1,RAC2,TYROBP,ICAM1,CCR2,IL7R,CD40,TLR4,FGR,SYK,HLA-A,ITGB2,PTPN6,TNF,HLA-B,ARRB2,PTPRC,LYN,VAV1,BTK,ITGAM"
GO Process,GO:0080134,Regulation of response to stress,39,1373,0.75,1.62,2.53E-17,"9606.ENSP00000009530,9606.ENSP00000216037,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000245414,9606.ENSP00000246657,9606.ENSP00000260010,9606.ENSP00000262629,9606.ENSP00000266557,9606.ENSP00000278616,9606.ENSP00000292301,9606.ENSP00000312082,9606.ENSP00000354394,9606.ENSP00000357113,9606.ENSP00000357123,9606.ENSP00000361021,9606.ENSP00000363089,9606.ENSP00000363117,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000371067,9606.ENSP00000376436,9606.ENSP00000376500,9606.ENSP00000379873,9606.ENSP00000380697,9606.ENSP00000386884,9606.ENSP00000391592,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000403701,9606.ENSP00000411355,9606.ENSP00000418960,9606.ENSP00000428924,9606.ENSP00000433138,9606.ENSP00000434024,9606.ENSP00000472929,9606.ENSP00000483570,9606.ENSP00000498321","CD74,XBP1,NFKB1,IFNG,IRF1,CCR7,TLR2,TYROBP,CD27,ATM,CCR2,TLR8,STAT1,IFI16,MNDA,PTEN,TLR4,FGR,SYK,HCK,JAK2,ETS1,TRAF3,HLA-A,IRF7,CXCR4,PTPN6,CD44,TNF,HLA-B,ARRB2,PTPRC,BRCA1,LYN,CASP1,H2AX,VAV1,BTK,MYD88"
