"Disease_Code","Disease_Name","Name","Source","P_value","FDR_Bonferroni","FDR_BH","FDR_BY","Query_Hits","Genome_Hits","Hits"
"CV:C3809383","cv:C3809383","Severe combined immunodeficiency due to CORO1A deficiency","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"CORO1A"
"CV:C4014233","cv:C4014233","Severe combined immunodeficiency due to LCK deficiency","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"LCK"
"C1837028","C1837028","Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive","DisGeNET Curated",1.11e-05,0.0245,0.000211,0.00175,2,2,"PTPRC,IL7R"
"DOID:0090014","DOID:0090014 (implicated_via_orthology)","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive (implicated_via_orthology)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"CORO1A"
"C1719672","C1719672","Severe Sepsis","DisGeNET Curated",0.00293,1,0.0113,0.0932,2,24,"IFNG,TNF"
"C0036920","C0036920","Sezary Syndrome","DisGeNET Curated",0.0037,1,0.0123,0.102,2,27,"CTLA4,IL2RG"
"C0036982","C0036982","Shock, Hemorrhagic","DisGeNET Curated",0.0233,1,0.0436,0.361,1,7,"TNF"
"DOID:10325","DOID:10325 (is_marker_for)","silicosis (is_marker_for)","AllianceGenome",0.01,1,0.0246,0.203,1,3,"CTLA4"
"C0751524","C0751524","Simple Partial Status Epilepticus","DisGeNET Curated",7.77e-05,0.171,0.000919,0.0076,4,67,"CASP1,CCR2,TNF,CCR7"
"DOID:12894","DOID:12894 (is_implicated_in)","Sjogren's syndrome (is_implicated_in)","AllianceGenome",3.52e-07,0.000774,1.25e-05,0.000103,4,18,"STAT4,CCR5,TNF,CTLA4"
"DOID:37","DOID:37 (is_marker_for)","skin disease (is_marker_for)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"TNF"
"EFO_0004198","EFO_0004198","skin neoplasm","GWAS",0.002,1,0.0113,0.0932,3,74,"IRF4,ICOS,CTLA4"
"CV:C2673265","cv:C2673265","Skin/hair/eye pigmentation, variation in, 8","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"IRF4"
"EFO_0008287","EFO_0008287","SLAM family member 7 measurement","GWAS",2.41e-05,0.0529,0.000392,0.00324,3,17,"CD244,CXCL10,CD48"
"DOID:0050685","DOID:0050685 (is_marker_for)","small cell carcinoma (is_marker_for)","AllianceGenome",0.02,1,0.039,0.322,1,6,"TNF"
"DOID:8736","DOID:8736 (is_implicated_in)","smallpox (is_implicated_in)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"IRF1"
"C0037579","C0037579","Soft Tissue Neoplasms","DisGeNET Curated",0.01,1,0.0246,0.203,1,3,"TNF"
"DOID:1123","DOID:1123 (implicated_via_orthology)","spondyloarthropathy (implicated_via_orthology)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"TNF"
"C0000786","C0000786","Spontaneous abortion","DisGeNET Curated",0.00595,1,0.0185,0.153,3,109,"CXCL10,CD8A,CD69"
"EFO_0020752","EFO_0020752","stabilin-2 measurement","GWAS",0.0265,1,0.0474,0.392,1,8,"CXCL10"
"C0340288","C0340288","Stable angina","DisGeNET Curated",0.01,1,0.0246,0.203,1,3,"TNF"
"C0038220","C0038220","Status Epilepticus","DisGeNET Curated",8.23e-05,0.181,0.000958,0.00793,4,68,"CASP1,CCR2,TNF,CCR7"
"C0751522","C0751522","Status Epilepticus, Subclinical","DisGeNET Curated",7.77e-05,0.171,0.000919,0.0076,4,67,"CASP1,CCR2,TNF,CCR7"
"C0038325","C0038325","Stevens-Johnson Syndrome","DisGeNET Curated",0.00456,1,0.015,0.124,2,30,"IKZF1,IFNG"
"DOID:10534","DOID:10534 (is_marker_for)","stomach cancer (is_marker_for)","AllianceGenome",0.00136,1,0.00889,0.0736,4,142,"CD1D,CD8A,CXCR4,CCL5"
"C0038356","C0038356","Stomach Neoplasms","DisGeNET Curated",0.018,1,0.037,0.306,4,297,"TNFRSF9,IRF1,CST7,TNF"
"C0038433","C0038433","Streptozotocin Diabetes","DisGeNET Curated",0.0058,1,0.0185,0.153,3,108,"NCF1,IFNG,TNF"
"C0700216","C0700216","Structural Clinical Interview for DSM-III","DisGeNET Curated",0.000111,0.243,0.00116,0.00959,2,5,"ZAP70,IL2RG"
"C0206145","C0206145","Stunned Myocardium","DisGeNET Curated",0.0134,1,0.0297,0.245,1,4,"TNF"
"DOID:303","DOID:303 (implicated_via_orthology)","substance-related disorder (implicated_via_orthology)","AllianceGenome",0.0233,1,0.0436,0.361,1,7,"FASLG"
"EFO_0003784, EFO_0004279","EFO_0003784, EFO_0004279","suntan, skin pigmentation","GWAS",0.0134,1,0.0297,0.245,1,4,"IRF4"
"DOID:11506","DOID:11506 (is_marker_for)","suppurative otitis media (is_marker_for)","AllianceGenome",0.01,1,0.0246,0.203,1,3,"IFNG"
"CV:C1836230","cv:C1836230","Susceptibility to HIV infection","Clinical Variations",2.1e-07,0.000463,7.98e-06,6.6e-05,4,16,"IFNG,CCR2,CCL5,CCR5"
"CV:C1837065","cv:C1837065","Susceptibility to respiratory infections associated with CD8alpha chain mutation","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"CD8A"
"C0263859","C0263859","Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome","DisGeNET Curated",0.0167,1,0.0345,0.286,1,5,"TNF"
"DOID:4166","DOID:4166 (is_marker_for)","syphilis (is_marker_for)","AllianceGenome",0.0134,1,0.0297,0.245,1,4,"CCR5"
"EFO_1001999, EFO_1002019, EFO_1002020","EFO_1001999, EFO_1002019, EFO_1002020","systemic juvenile idiopathic arthritis, polyarticular juvenile idiopathic arthritis, rheumatoid factor negative, oligoarticular juvenile idiopathic arthritis","GWAS",9.93e-06,0.0218,0.000211,0.00175,4,40,"IRF1,STAT1,STAT4,IL2RB"
"DOID:9074","DOID:9074 (is_marker_for)","systemic lupus erythematosus (is_marker_for)","AllianceGenome",3.4e-12,7.47e-09,6.23e-10,5.15e-09,8,47,"SELL,NOD2,IFNG,FCGR3A,PRF1,CCL4,CCR5,TNF"
"MONDO_0007915, MONDO_0100096","MONDO_0007915, MONDO_0100096","systemic lupus erythematosus, COVID-19","GWAS",0.0163,1,0.0345,0.286,2,58,"ARHGAP9,STAT4"
"DOID:418","DOID:418 (is_marker_for)","systemic scleroderma (is_marker_for)","AllianceGenome",3.08e-05,0.0677,0.000473,0.00392,4,53,"CXCL10,CXCR6,CXCL9,CCL4"
"EFO_0000384, EFO_0000717","EFO_0000384, EFO_0000717","systemic scleroderma, Crohn's disease","GWAS",0.0167,1,0.0345,0.286,1,5,"IRF1"
"C2931320","C2931320","T cell immunodeficiency primary","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"ZAP70"
"EFO_0020762","EFO_0020762","t-lymphocyte activation antigen CD86 measurement","GWAS",0.01,1,0.0246,0.203,1,3,"CD86"
"DOID:13375","DOID:13375 (is_implicated_in)","temporal arteritis (is_implicated_in)","AllianceGenome",0.0013,1,0.00856,0.0709,2,16,"IFNG,FCGR3A"
"C0039584","C0039584","Testicular Diseases","DisGeNET Curated",0.0134,1,0.0297,0.245,1,4,"FASLG"
"EFO_0802125","EFO_0802125","testis-expressed sequence 29 protein measurement","GWAS",0.0265,1,0.0474,0.392,1,8,"CXCL10"
"DOID:10241","DOID:10241 (is_marker_for)","thalassemia (is_marker_for)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"TNF"
"DOID:1588","DOID:1588 (is_marker_for)","thrombocytopenia (is_marker_for)","AllianceGenome",0.01,1,0.0246,0.203,1,3,"TNF"
"DOID:1587","DOID:1587 (is_implicated_in)","thrombocytopenia due to platelet alloimmunization (is_implicated_in)","AllianceGenome",0.00336,1,0.0113,0.0932,1,1,"FCGR3A"
"C0040053","C0040053","Thrombosis","DisGeNET Curated",0.0118,1,0.0286,0.237,2,49,"CD2,TNF"
"C0087086","C0087086","Thrombus","DisGeNET Curated",0.0105,1,0.0255,0.211,2,46,"CD2,TNF"
"C0549473","C0549473","Thyroid carcinoma","DisGeNET Curated",0.00962,1,0.0246,0.203,2,44,"CXCL10,TNF"
"C0151468","C0151468","Thyroid Gland Follicular Adenoma","DisGeNET Curated",0.00617,1,0.0185,0.153,2,35,"CXCL10,TNF"
"DOID:8161","DOID:8161 (is_marker_for)","thyroid gland Hurthle cell carcinoma (is_marker_for)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"PSMB9"
"C0040136","C0040136","Thyroid Neoplasm","DisGeNET Curated",0.00688,1,0.0189,0.156,2,37,"CXCL10,TNF"
"EFO_0009933","EFO_0009933","Thyroid preparation use measurement","GWAS",1.89e-10,4.15e-07,2.19e-08,1.81e-07,11,217,"IRF4,ITK,STAT4,NOD2,CD2,CD247,ICOS,TRAT1,CD69,CTLA4,IL7R"
"DOID:0050865","DOID:0050865 (biomarker_via_orthology)","tongue squamous cell carcinoma (biomarker_via_orthology)","AllianceGenome",0.02,1,0.039,0.322,1,6,"IFNG"
"EFO_0007924","EFO_0007924","tonsillectomy risk measurement","GWAS",2.42e-07,0.000532,9.02e-06,7.46e-05,9,260,"CXCL13,IKZF1,ITGAL,CORO1A,SLAMF6,CXCR4,TNFSF13B,CTLA4,KLRD1"
"EFO_0004536","EFO_0004536","total blood protein measurement","GWAS",0.0178,1,0.0367,0.303,5,449,"POU2AF1,IKZF1,CD86,TNFSF13B,CTLA4"
"DOID:14115","DOID:14115 (biomarker_via_orthology)","toxic shock syndrome (biomarker_via_orthology)","AllianceGenome",0.000166,0.364,0.0016,0.0132,2,6,"SELL,TNF"
"DOID:11265","DOID:11265 (is_implicated_in)","trachoma (is_implicated_in)","AllianceGenome",0.0134,1,0.0297,0.245,1,4,"TNF"
"EFO_0004609","EFO_0004609","treatment refractory schizophrenia","GWAS",0.0134,1,0.0297,0.245,1,4,"SLAMF1"
"DOID:321","DOID:321 (is_implicated_in)","tropical spastic paraparesis (is_implicated_in)","AllianceGenome",0.0134,1,0.0297,0.245,1,4,"KLRK1"
"EFO_0005530","EFO_0005530","Trypanosoma cruzi seropositivity","GWAS",0.0233,1,0.0436,0.361,1,7,"CD247"
"DOID:399","DOID:399 (is_marker_for)","tuberculosis (is_marker_for)","AllianceGenome",5.93e-06,0.013,0.000147,0.00121,3,11,"KLRK1,CXCL9,TNF"
"C0041341","C0041341","Tuberous Sclerosis","DisGeNET Curated",0.01,1,0.0246,0.203,1,3,"IFNG"
"DOID:0080325","DOID:0080325 (is_implicated_in)","tuberous sclerosis 2 (is_implicated_in)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"IFNG"
"CV:C0041341","cv:C0041341","Tuberous sclerosis syndrome","Clinical Variations",0.01,1,0.0246,0.203,1,3,"IFNG"
"EFO_0020813","EFO_0020813","tumor necrosis factor receptor superfamily member 3 measurement","GWAS",0.0265,1,0.0474,0.392,1,8,"CXCL10"
"MONDO_0005147","MONDO_0005147","type 1 diabetes mellitus","GWAS",1.82e-12,4.01e-09,4.01e-10,3.31e-09,13,242,"IRF4,IKZF1,FASLG,STAT4,ICOS,CD6,PTPRC,CD69,CCR7,CTLA4,IL2RB,MNDA,IL7R"
"CV:C1832392","cv:C1832392","Type 1 diabetes mellitus 12","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"CTLA4"
"612522","612522","TYPE 1 DIABETES MELLITUS 22","OMIM MedGen",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"DOID:9352","DOID:9352 (is_marker_for)","type 2 diabetes mellitus (is_marker_for)","AllianceGenome",9.76e-05,0.215,0.00111,0.00916,5,136,"CXCL10,CCR2,CCL5,CCR5,TNF"
"DOID:13258","DOID:13258 (is_implicated_in)","typhoid fever (is_implicated_in)","AllianceGenome",0.0167,1,0.0345,0.286,1,5,"TNF"
"C0009324","C0009324","Ulcerative Colitis","DisGeNET Curated",6.1e-05,0.134,0.000785,0.00649,4,63,"IKZF1,NOD2,TNF,IL7R"
"EFO_0802189","EFO_0802189","uncharacterized protein C10orf35 measurement","GWAS",0.0134,1,0.0297,0.245,1,4,"CXCL10"
"C0041696","C0041696","Unipolar Depression","DisGeNET Curated",0.00183,1,0.0112,0.0928,5,259,"CXCL10,TBX21,IFNG,TNF,CTLA4"
"MONDO_0004867","MONDO_0004867","upper respiratory tract disorder","GWAS",0.00398,1,0.0131,0.109,2,28,"IKZF1,IL7R"
"C0086541","C0086541","Urban cutaneous leishmaniasis","DisGeNET Curated",0.000308,0.677,0.00267,0.0221,2,8,"IFNG,TNF"
"DOID:5199","DOID:5199 (biomarker_via_orthology)","ureteral obstruction (biomarker_via_orthology)","AllianceGenome",0.01,1,0.0246,0.203,2,45,"IRF1,TNF"
"DOID:1394","DOID:1394 (is_marker_for)","urinary schistosomiasis (is_marker_for)","AllianceGenome",0.0067,1,0.0185,0.153,1,2,"CD1D"
"EFO_0802204","EFO_0802204","uroplakin-3b-like protein measurement","GWAS",0.0233,1,0.0436,0.361,1,7,"CXCL10"
"DOID:1555","DOID:1555 (is_implicated_in)","urticaria (is_implicated_in)","AllianceGenome",0.000308,0.677,0.00267,0.0221,2,8,"CCR2,CCR5"
"DOID:13141","DOID:13141 (biomarker_via_orthology)","uveitis (biomarker_via_orthology)","AllianceGenome",1.93e-08,4.25e-05,9.89e-07,8.18e-06,5,25,"CXCL10,ICOS,CCL5,CCR5,TNF"
"DOID:8725","DOID:8725 (is_implicated_in)","vascular dementia (is_implicated_in)","AllianceGenome",0.0233,1,0.0436,0.361,1,7,"TNF"
"EFO_0006803","EFO_0006803","vasculitis","GWAS",0.00293,1,0.0113,0.0932,2,24,"IRF1,CTLA4"
"C0750969","C0750969","Vasogenic Brain Edema","DisGeNET Curated",0.0265,1,0.0474,0.392,1,8,"TNF"
"C0472387","C0472387","Vasogenic Cerebral Edema","DisGeNET Curated",0.0265,1,0.0474,0.392,1,8,"TNF"
"C1861172","C1861172","Venous Thromboembolism","DisGeNET Curated",0.0265,1,0.0474,0.392,1,8,"TNF"
"EFO_0004286, EFO_0004623","EFO_0004286, EFO_0004623","venous thromboembolism, fibrinogen measurement","GWAS",0.0214,1,0.0416,0.344,2,67,"IRF1,PLEK"
"C0242973","C0242973","Ventricular Dysfunction","DisGeNET Curated",0.0265,1,0.0474,0.392,1,8,"TNF"
"DOID:9620","DOID:9620 (is_implicated_in)","vesicoureteral reflux (is_implicated_in)","AllianceGenome",0.0167,1,0.0345,0.286,1,5,"IFNG"
"DOID:1884","DOID:1884 (is_marker_for)","viral hepatitis (is_marker_for)","AllianceGenome",3.34e-05,0.0734,0.000473,0.00392,2,3,"STAT4,IFNG"
"DOID:9146","DOID:9146 (is_implicated_in)","visceral leishmaniasis (is_implicated_in)","AllianceGenome",0.000395,0.869,0.0033,0.0273,2,9,"TNF,IL2RB"
"DOID:11832","DOID:11832 (is_implicated_in)","visual epilepsy (is_implicated_in)","AllianceGenome",0.000601,1,0.0046,0.0381,2,11,"FCGR3A,TNF"
"EFO_0004208","EFO_0004208","Vitiligo","GWAS",5.13e-08,0.000113,2.45e-06,2.03e-05,7,101,"IRF4,FASLG,STAT4,ICOS,PTPRC,GZMB,CTLA4"
"DOID:12297","DOID:12297 (is_marker_for)","Vogt-Koyanagi-Harada disease (is_marker_for)","AllianceGenome",3.34e-05,0.0734,0.000473,0.00392,2,3,"IFNG,TNF"
"C0042963","C0042963","Vomiting","DisGeNET Curated",0.0233,1,0.0436,0.361,1,7,"IFNG"
"EFO_0009441","EFO_0009441","Waldenstrom macroglobulinemia","GWAS",0.0167,1,0.0345,0.286,1,5,"IRF4"
"DOID:0050475","DOID:0050475 (is_marker_for)","Weill-Marchesani syndrome (is_marker_for)","AllianceGenome",0.00336,1,0.0113,0.0932,1,1,"TNF"
"C0043124","C0043124","West Nile Fever","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"C0751584","C0751584","West Nile Fever Meningitis","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"C0751585","C0751585","West Nile Fever Meningoencephalitis","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"C0751586","C0751586","West Nile Fever Myelitis","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"CV:C1835867","cv:C1835867","West Nile virus, susceptibility to","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"CCR5"
"C0472817","C0472817","WHIM syndrome","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"CXCR4"
"193670","193670","WHIM SYNDROME 1","OMIM MedGen",0.00336,1,0.0113,0.0932,1,1,"CXCR4"
"C0221026","C0221026","X-linked agammaglobulinemia","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"BTK"
"CV:C0472813","cv:C0472813","X-linked agammaglobulinemia with growth hormone deficiency","Clinical Variations",0.00336,1,0.0113,0.0932,1,1,"BTK"
"C0549463","C0549463","X-Linked Lymphoproliferative Disorder","DisGeNET Curated",6.66e-05,0.146,0.000822,0.0068,2,4,"IFNG,SH2D1A"
"C2931299","C2931299","ZAP70 deficiency","DisGeNET Curated",0.00336,1,0.0113,0.0932,1,1,"ZAP70"
"EFO_0802227","EFO_0802227","zinc finger protein 276 measurement","GWAS",0.02,1,0.039,0.322,1,6,"CXCL10"
"EFO_0802228","EFO_0802228","zinc-alpha-2-glycoprotein measurement","GWAS",0.0265,1,0.0474,0.392,1,8,"CXCL10"
"609423","609423",NA,"OMIM MedGen",2.1e-07,0.000463,7.98e-06,6.6e-05,4,16,"IFNG,CCR2,CCL5,CCR5"
